Resource and Energy Economics,2016-05-31,A regression discontinuity approach to measuring the effectiveness of oil and natural gas regulation to address the common-pool externality ,"Common pool resource,Oil,Natural gas,Regression discontinuity design","
                  Oil and natural gas reservoirs typically span multiple productive leases so that no owner has rights to the entire stock of resource, resulting in production externalities. Previous literature has examined the effectiveness of government regulation in Texas and Oklahoma in abating these externalities, finding Oklahoma to be more successful in unifying common pools and securing property rights. Using regression discontinuity design, we quantify the impact of regulatory difference between the two states. We find that Oklahoma produces an average of 3361 more barrels of oil over the life of a well, relative to Texas. Given the maturity of the fields in question, the result underscores the continuing importance of addressing common pool externalities even after the primary phase of recovery has largely been completed.
               ",S0928765516000233
Resource and Energy Economics,2016-05-31,Sustainable agreements on stochastic river flow ,"River sharing,Sustainable agreements,Repeated sequential game,Folk Theorem,Water allocation,Renegotiation-proofness","
                  Many river sharing agreements in transboundary river basins are inherently unstable. Due to stochastic river flow, agreements may be broken in case of drought. The objective of this paper is to analyze whether river sharing agreements can be self-enforcing, or sustainable. We do so using an infinitely-repeated sequential game that we apply to several classes of agreements. To derive our main results we apply the equilibrium concepts of subgame-perfect equilibrium and renegotiation-proof equilibrium to the river sharing problem. We show that, given the upstream–downstream asymmetry, sustainable agreements allow downstream agents to reap the larger share of the benefits of cooperation.
               ",S0928765516000221
Resource and Energy Economics,2016-05-31,Differential demand response to gasoline taxes and gasoline prices in the U.S. ,"Gasoline taxation,Tax signal effect,Differential demand response","
                  This paper offers new evidence concerning the difference in consumers’ reactions to changes in gasoline taxes relative to market-induced changes in gasoline prices. Using microdata from the 2007 to 2009 rounds of the U.S. Consumer Expenditure Survey, we estimate a complete system of demand augmented with information on gasoline excise taxes. By relying on a complete system of demand, we are able to estimate elasticities that take behavioral responses into account. Crucially, the model allows gasoline taxes to affect demand in two distinct ways: through relative prices and as long-run policy signals. Different increases in gasoline taxes are considered for simulation. A 13.2¢/gallon tax increase, corresponding to a $15/tCO2 carbon tax, is found to cause, in the long run, a reduction in gasoline demand that is about seven times as big as that induced by an equal market-induced price increase. The same measure of differential demand response is derived for tax increases different in size as well as by income quintile and by region. We discuss the implications of our findings for the design of corrective taxation in the private transport sector.
               ",S0928765516000208
Resource and Energy Economics,2016-05-31,Energy pricing reform and energy efficiency in China: Evidence from the automobile market ,"Energy pricing reform in China,Energy efficiency,Gasoline price,Automobile demand,Fuel economy","
                  Promoting energy efficiency by undertaking a market-oriented reform of the energy-pricing mechanism is one of the top priorities of China's ongoing reform effort. In this study, we examine the impacts of China's gasoline-pricing reform implemented in January 2009 on the fuel economy of the country's new automotive fleet. In particular, we distinguish the effects of two common elements of China's energy-pricing reform packages: the effects of the energy tax increase (i.e., the gasoline tax increase) and the effects of the energy-pricing mechanism reform (i.e., the adoption of a market-oriented pricing scheme for gasoline). By exploiting a rich dataset of monthly new passenger vehicle sales at the vehicle-model level in China between 2008 and 2013, we are able to control for potential correlations between unobserved product and consumer characteristics and products’ fuel efficiency. Our empirical results infer that fuel costs have a significant influence on new vehicle sales in China, while the presented policy simulations suggest that the gasoline-pricing reform in China has led to an approximately 6.25 percent increase in new vehicle fuel economy. Moreover, the two major elements of the reform, the gasoline tax increase and expedited adjustment cycles for gasoline prices, make similar contributions to the increase in the new vehicle fleet's fuel economy, with the former contributing 3.43 percent and the latter, 2.82 percent.
               ",S092876551600018X
Resource and Energy Economics,2016-05-31,Spatial-dynamic externalities and coordination in invasive species control ,"Spatial-dynamic modeling,Agricultural pests,Phytosanitary standards,Trade restrictions,Agricultural cooperatives","
                  This paper investigates the coordination problem in transboundary species invasions. When invasions impact commodity markets and control decisions are made by many producers, a spatial externality arises due to market-level impacts and delaying the invasion on neighboring parcels. We illustrate how the intrinsic spread rate and the spatial configuration of producers interact to determine the public benefits of private control decisions and the ultimate outcome of species invasions on private property. To coordinate responses to invasions at the market level, a corrective mechanism is suggested in which invaded producers are compensated by all other producers for control actions that alleviate impacts to other producers.
               ",S0928765516000026
Resource and Energy Economics,2016-05-31,Environmental audits and signaling: The role of firm organizational structure ,"Audits,Firm,Organizational structure,Wastewater","
                  This study examines the extent of environmental management practiced by U.S. chemical manufacturing facilities, as measured by the number of environmental internal audits conducted by facilities annually. In particular, this study focuses on the effects of firm-level organizational structure on facility-level environmental management practices. For its theoretical analysis, the study employs the framework of signaling, including both signals sent to customers and signals sent to regulators. For its empirical analysis, the study exploits unique data gathered by a survey distributed to all U.S. chemical manufacturing permitted to discharge wastewater as of 2001; the survey data provide information on audits conducted annually between the years 1999 and 2001. As one example, empirical results reveal a difference in auditing behavior based on whether facilities are owned by firms operating within a single state or multiple states.
               ",S0928765516000038
Resource and Energy Economics,2016-02-29,Organisational change and the productivity effects of green technology adoption ,"Technical change,Environmental innovation,Organisational change,Productivity","
                  This study investigates induced productivity effects of firms introducing new environmental technologies. The literature on within-firm organisational change and productivity suggests that firms can achieve higher productivity gains from adopting new technologies if they adapt their organisational structures. Such complementarity effects may be of particular importance for the adoption of greenhouse gas (GHG) abatement technologies. The adoption of these technologies is often induced by public authorities to limit the social costs of climate change, whereas the private returns are much less obvious. This study finds empirical support for complementarity between green technology adoption (either CO2-reducing or resources and energy efficiency-enhancing technologies) and organisational change. While the sole adoption of green technologies is associated with lower productivity, the simultaneous implementation of green technologies and organisational innovations is not.
               ",S0928765516000051
Resource and Energy Economics,2016-02-29,How much do alternative cookstoves reduce biomass fuel use? Evidence from North India ,"Improved cookstoves,Heckman selection,Solid fuel use,India","
                  Despite widespread global efforts to promote clean cookstoves to achieve improvements in air and forest quality, and to reduce global climate change, surprisingly little is known about the degree to which these actually reduce biomass fuel consumption in real-world settings. Using data from in-house weighing of fuel conducted in rural India, we examine the impact of cleaner cookstoves ⿿ most of which are LPG stoves ⿿ on three key outcomes related to solid fuel use. Our results suggest that using a clean cookstove is associated with daily reductions of about 4.5kg of biomass fuel, 160 fewer minutes cooking on traditional stoves, and 105 fewer minutes collecting biomass fuels. These findings of substantial savings are robust to the use of estimators with varying levels of control for selection, and to alternative data obtained from household self-reports. Our results support the idea that efforts to promote clean stoves among poor rural households can reduce solid fuel use and cooking time, and that rebound effects toward greater amounts of cooking on multiple stoves are not sufficient to eliminate these gains. We also find, however, that households who have greater wealth, fewer members, are in less marginalized groups, and practice other health-averting behaviors, are more likely to use these cleaner stoves, which suggests that socio-economic status plays an important role in determining who benefits from such technologies. Future efforts to capture social benefits must therefore consider how to promote the use of alternative technologies by poor households, given that these households are least likely to own clean stoves.
               ",S0928765515000767
Resource and Energy Economics,2016-02-29,Industrial energy demand and energy efficiency – Evidence from Sweden ,"Energy demand,Energy efficiency,Manufacturing industry,Stochastic frontier analysis,True random effects","
                  This paper estimates firm level energy demand and energy efficiency for 14 sectors in Swedish manufacturing using stochastic frontier analysis (SFA). We derive sector level energy demand frontiers that account for firm specific heterogeneity. Results show that there is potential to improve energy efficiency for fuel and electricity use in all sectors; energy intensity is not an appropriate proxy for energy efficiency; the EU ETS had a modest or no effect on Swedish firms’ efficient use of energy during the first trading phase and the beginning of the second, indicating that the carbon permit price was too low to generate the necessary incentives for energy efficiency investments.
               ",S092876551600004X
Resource and Energy Economics,2016-02-29,The green paradox and learning-by-doing in the renewable energy sector ,"Climate change,Exhaustible resources,Learning-by-doing,Green paradox","
                  The green paradox conveys the idea that climate policies may have unintended side effects when taking into account the reaction of fossil fuel suppliers. The prospect of carbon taxes being implemented in the future induces resource owners to extract more rapidly which increases present carbon dioxide emissions and accelerates global warming. However, our results suggest that future carbon taxes may decrease present emissions if resource owners face increasing marginal extraction costs and if there is a clean energy source that is a perfect substitute and exhibits learning-by-doing (LBD).
                  If the marginal extraction cost curve is sufficiently flat, resource owners respond to a future carbon tax by lowering total extraction and only slightly increasing present extraction. Moreover, taxation leads to higher energy prices which induces renewable energy firms to increase output not only in the future, but also in the present because of the anticipated benefits from LBD. This crowds out energy from the combustion of fossil fuels and may outweigh the initial increase in present extraction, leading to less emissions in the present.
               ",S0928765515000731
Resource and Energy Economics,2016-02-29,Climate and forests: The tradeoff between forests as a source for producing bioenergy and as a carbon sink ,"Climate,Carbon,Bioenergy,Forests","
                  Forest harvests are a possible source of second-generation wood-based bioenergy. The carbon stored in the forest is highest when there is little or no harvest from the forest. Increasing the harvest from a forest, in order to produce more bioenergy, may thus conflict with the direct benefit of the forest as a carbon sink. We analyze this conflict using a simple model where bioenergy and fossil energy are perfect substitutes. Our analysis shows how the social optimum will depend on the size of the climate cost, and how the social optimum may be obtained by suitable taxes and subsidies.
               ",S0928765515000755
Resource and Energy Economics,2016-02-29,Agricultural landowners⿿ response to incentives for afforestation ,"Afforestation,Carbon sequestration,Carbon supply function,Incentives,Stated preference","
                  Previous research has shown that afforestation of agricultural land is a relatively low-cost option compared to energy-based approaches for mitigating net carbon dioxide emissions, and that financial incentives affect landowner behavior and can be used to increase carbon sequestration on private land. In this paper we use stated preference data from private landowners in the Pacific Northwest region of the U.S. to examine the key factors affecting participation in an incentive program for carbon sequestration through afforestation. We also estimate the corresponding potential for carbon sequestration and its cost. Our results suggest that incentive payments would significantly and positively affect landowners⿿ level of enrollment in a tree planting program.
               ",S0928765515000743
Resource and Energy Economics,2016-02-29,Decision uncertainty in multi-attribute stated preference studies ,"Decision uncertainty,Stated choice,Latent variable,Scale heterogeneity,Flood risk,Bayesian analysis","
                  Econometric modelling of decision uncertainty has received extensive attention in the contingent valuation literature, but these methods are not directly transferable to the realm of multi-attribute stated preference studies. In this paper, an integrated choice and latent variable model tracing the impact of decision uncertainty on the valuation of flood risk reductions in the Netherlands is developed. The proposed model structure is not subject to the potential endogeneity bias and measurement error issues associated with most applied methods. The driving factors of decision uncertainty are identified through stated choices and a set of self-reported decision uncertainty follow-up questions. The model simultaneously accounts for the impact of decision uncertainty on individual choices and welfare estimates. In the presented case study uncertain respondents are found to make more random choices and select the opt out option more often. Willingness-to-pay for flood risk reductions increases after accounting for these behavioural responses to decision uncertainty.
               ",S092876551500072X
Resource and Energy Economics,2016-02-29,A barrier options approach to modeling project failure: The case of hydrogen fuel infrastructure ,"Sustainable energy,Investment uncertainty,Barrier option,Compound real option,Investment failure,Multi-stage investment","
                  Hydrogen fuel cell vehicles have the potential to contribute to a sustainable transport system with zero tailpipe emissions. This requires the construction of a network of fuel stations, a long-term, expensive and highly uncertain investment. We contribute to the literature by including a knock-out barrier option in an n-fold compound real option model to take account of immediate project failure in a multi-stage sequential investment project. Our model allows to explicitly incorporate the default possibility of large-scale energy infrastructure projects. In our case study of hydrogen infrastructure development, we find that even for the least conservative valuation method no profitable business case can be made for the development of hydrogen as a sustainable transportation mode. However, we do provide some suggestive scenarios that plausible tax schedules can be designed to overcome the starting problems for hydrogen infrastructure development.
               ",S092876551500069X
Resource and Energy Economics,2016-02-29,"Environmental technical efficiency, technology gap and shadow price of coal-fuelled power plants in China: A parametric meta-frontier analysis ","Chinese power plant,Meta-frontier,Parametric estimation,Environmental technical efficiency,Shadow price","
                  In this paper, we propose a new meta-frontier estimation method to investigate the environmental technical efficiency and carbon abatement cost of power plants in China taking the technological heterogeneities into consideration. This study is based on a plant-level cross-sectional data set comprising 648 observations for the year 2008. Results show that, state-owned power plants are least efficient relative to the meta-frontier. A further 44 percent of total CO2 emissions can be cut if all power plants are completely efficient. Additionally, the group of state-owned power plants is faced with the lowest cost to marginal CO2 abatement.
               ",S0928765515000718
Resource and Energy Economics,2016-02-29,Can privatization be a catalyst for environmental R&D and result in a cleaner environment? ,"Environmental R&D,Privatization,Mixed duopoly,Environmental taxes","
                  In this paper we explore whether privatization helps to catalyze a firm's environmental research and development (ER&D) and improve environmental quality. By defining ER&D as the effort undertaken by a firm to reduce its pollution per unit of output, we find in a duopoly framework that privatization cannot catalyze both public and private firms’ ER&D efforts simultaneously; it can increase one but decrease the other firm's investment, or it may even lower both firms’ ER&D investments. Moreover, when production causes severe environmental damage, or the imposition of environmental taxes poorly internalize the pollution externality, privatization may result in a poorer environment. For the sake of having a cleaner environment, policy-makers can impose higher environmental taxes on a highly polluting industry when it is being privatized.
               ",S0928765515000706
Resource and Energy Economics,2015-11-30,"The rise and fall of an industry: Entry in U.S. copper mining, 1835–1986 ","Copper,Mining,Exhaustible resources,Entry,Investment,Count data","
                  The principal forces that led to the rise and fall of the U.S. copper industry are explored: cost-lowering technical change, formation of expectations, consolidation of the industry, and depletion of investment opportunities. I find that the introduction of the steam shovel, which enabled open-pit mining, was the most important technological breakthrough. Revisions of expectations of success were statistically significant but economically less important. Contrary to the conventional wisdom, concentration of ownership encouraged entry. Finally, depletion was primarily responsible for the decline in entry in later years. However, the same forces that led to success also contributed to decline.
               ",S092876551500055X
Resource and Energy Economics,2015-11-30,Distributed energy generation techniques and the competitive fringe effect in electricity markets ,"Green technology,Quantity competition,Fringe effect,CHP,Wind energy","
                  We analyse the impact of two different generation techniques used by fringe suppliers on the intensity of competition in the electricity wholesale market. For that purpose, we derive a Cournot model of this market taking into account long-term contracts, international trade and fringe suppliers using different energy generating technologies. We apply this model to the Dutch market and estimate the impact of fringe supply on the Lerner index. We find that the fringe supply coming from both intermittent wind generation and combined heat and power (CHP) plants operated by horticultural farmers increases competition, which leads to lower prices in the electricity market. However, this impact is relatively small. The effect per unit of intermittent wind electricity generation on competition and, therefore, prices is stronger than that of the CHP technology.
               ",S0928765515000548
Resource and Energy Economics,2015-11-30,Buying the right to do wrong – An experimental test of moral objections to trading emission permits ,"Tradable pollution rights,Experiment,Morality","
                  Moral objections to quota trade are common in public discussion. The underlying moral reasoning is often hard to extract from the public's rhetoric, and economists often claim that the objections are due to misunderstandings. In this paper we test experimentally one possible objection to trading emission rights: that selling pollution rights is objectionable because it involves trade in the right to do something wrong. The experiment is phrased in a neutral language to avoid invoking subjects’ prior attitudes to trading pollution permits. In the experiment, subjects earn money from using stickers that inflict losses on others. After the initial rounds, the use of stickers is limited and the rights to use stickers are tradable. We observe no reluctance to trade these rights compared to a control treatment with identical incentives but no externalities. In a final stage, subjects vote on whether stickers should be tradable or not. Subjects in both treatments are almost unanimous in the support to trade. A majority of third party subjects asked to judge the experimental procedures, however, indicated that the market made the use of stickers seem more moral. A post experiment survey showed that our subject pool had a negative attitude to real life trade of emission quota. The experiment finds no indication that this attitude is due to a concern over tradable quotas legitimizing morally objectionable actions.
               ",S0928765515000524
Resource and Energy Economics,2015-11-30,Consumers’ willingness to pay for renewable energy: A meta-regression analysis ,"Meta-regression,Renewable energy,Green electricity,Valuation,Willingness to pay","
                  Using renewable energy for domestic consumption has been identified as a key strategy by the Intergovernmental Panel on Climate Change to reduce greenhouse gas emissions. Critical to the success of this strategy is to know whether consumers are willing to pay to increase the proportion of electricity generated from renewable energy in their electricity portfolio. There are a number of studies in the literature that report a wide range of willingness to pay estimates. In this study, we used a meta-regression analysis to determine how much of the variation in willingness to pay reflects true differences across the population and how much is due to study design, such as survey design and administration, and model specification. The results showed that factors that influence willingness to pay, such as renewable energy type, consumers’ socio-economic profile and consumers’ energy consumption patterns, explain less variation in willingness to pay estimates than the characteristics of the study design itself. Because of this effect, we recommend that policy makers exercise caution when interpreting and using willingness to pay results from primary studies. Our meta-regression analysis further shows that consumers have significantly higher willingness to pay for electricity generated from solar, wind or generic renewable energy source (i.e. not a specific source) than hydro power or biomass.
               ",S0928765515000536
Resource and Energy Economics,2015-11-30,The effect of choice set misspecification on welfare measures in random utility models ,"Choice model,Choice set formation,Random utility,Welfare measures","
                  Random utility models have been widely employed in environmental valuation. But stochastic choice set formation models in the random utility framework are rarely applied in this literature, although previous research has shown that ignoring choice set formation (when it exists) leads to biased parameter estimates and welfare measures. This paper conducts Monte Carlo (MC) experiments to investigate the directionality and magnitude of welfare measure bias arising from ignoring or misspecifying choice set formation. We find that when attribute cutoff-based choice set formation exists in the data generation process, typical RUM models ignoring or misspecifying choice set formation underestimate welfare measures by 30–50%. Models that approximate choice set formation may produce unbiased welfare measures, but constitute a promising area for future research. This paper illustrates the importance of applying choice set formation in environmental valuation and provides practical guidance about the usage of stochastic choice set formation models.
               ",S0928765515000512
Resource and Energy Economics,2015-11-30,Optimal pollution management when discount rates are endogenous ,"Endogenous discounting,Impatience,Global warming,Multiple equilibria","
                  This paper investigates the consequences of endogenous discounting related to a stock externality, like ‘global warming’. This topic is of interest, especially since the Stern report and the ensuing public and academic debate have made clear how crucial discounting is for evaluating anti-global warming measures. We investigate the consequences of the assumption that discounting is endogenous, more precisely, decreases as the damage increases, i.e., decision makers become more patient when facing the environmental damages following their high consumption levels. This avoids time inconsistency, a pitfall when using hyperbolic discounting. However, it can lead to quite different and sometimes counterintuitive behavior in comparison to standard exogenous discounting: an endogenous discount rate, albeit always smaller than the exogenous one, (i) can nevertheless imply high stationary damages; (ii) can lead to multiple steady states.
               ",S0928765515000391
Resource and Energy Economics,2015-11-30,Evolution of the global distribution of carbon dioxide: A finite mixture analysis ,"Carbon emissions,Emissions groups,Heterogeneity,Abatement policy,Finite mixture models","
                  Economists and environmental policymakers have recently begun advocating a bottom-up approach to climate change mitigation, focusing on reduction targets for groups of nations, rather than large scale global policies. We advance this discussion by conducting a rigorous empirical analysis of the global distribution of carbon emissions along several important dimensions: groupings, polarization, mobility, and volatility. In contrast to previous work, our empirical analysis is both comprehensive and data-driven. We discuss how robust empirical evidence may aid policymakers in forging a heterogeneous carbon abatement policy.
               ",S092876551500041X
Resource and Energy Economics,2015-11-30,Cyclical harvesting in fisheries with bycatch ,"Bioeconomics,Fisheries,Bycatch,Multispecies fishery,Nonselective harvests","
                  Bycatch is often a concern in sustainable fisheries management due to its contribution to overfishing problems. This paper examines bycatch in a multi-sector fishery in which the gear of one sector is imperfectly selective while in the other it is perfectly selective. In the model, the two stocks are biologically independent so the fisheries are only linked through the nonselective harvest externality. An important difference between this paper and prior work is that the bycatch problem and its solution are examined in a dynamic context. In an application to a commercial-recreational fishery, the two-sector harvest policy that maximizes social welfare is found to be cyclical rather than steady-state.
               ",S0928765515000378
Resource and Energy Economics,2015-11-30,Resource extraction under heterogeneous growth in demand ,"Common-pool resource,Dynamic games,Heterogeneous growth,Strategic extraction,Tragedy of the commons","
                  We study the effect of heterogeneous growth in demand on resource extraction. Using the Great Fish War framework of Levhari and Mirman (1980), we show that heterogeneity in demand growth has a profound effect on both non-cooperative (Cournot-Nash and Stackelberg) and cooperative solutions.
               ",S0928765515000408
Resource and Energy Economics,2015-08-31,Optimal monitoring and offset prices in voluntary emissions markets ,"Carbon offsets,Carbon markets,Asymmetric information,Price instruments,Additionality,Monitoring","
                  Carbon offset markets are modeled as an uninformed regulator who wishes to use a voluntary price instrument to reduce harmful emissions under varying degrees of private information. Regulators offer agricultural producers payments to reduce their emissions for some price per ton relative to the social price of carbon. Abstracting from distributional concerns or costly transfers, we derive optimal contracts for offsets contracts, minimizing welfare losses from adverse selection. The model shows how the level of monitoring and the prices offered should vary depending on the regulator's information. Although existing and proposed policies discount the price that offset producers receive relative to the social cost of carbon to account for the adverse selection, our model argues that optimal offset prices may be above the social cost of carbon for sufficiently high levels of monitoring. Our model also identifies and quantifies the types of firms that produce additional offsets for a given contract, offering guidance on how regulators might better target offset contracts.
               ",S0928765515000366
Resource and Energy Economics,2015-08-31,Technology choice and environmental regulation under asymmetric information ,"Asymmetric information,Commitment,Time consistency,Abatement technology,Emission taxation,Tradable emission permits","
                  We focus on the incentives of an industry with a continuum of small firms to invest in a cleaner technology under two environmental policy instruments: tradable emission permits and emission taxation. We assume asymmetric information, in that the firms’ abatement costs with the new technology are either high or low. Environmental policy is set either before the firms invest (commitment) or after (time consistency). Under commitment, the welfare comparison follows a modified Weitzman rule, featuring reverse probability weighting for the slope of the marginal abatement cost curve. Both instruments can lead to under- or overinvestment ex post. Tradable permits lead to less than optimal expected new technology adoption. Under time consistency, the regulator infers the cost realization and implements the full-information social optimum.
               ",S0928765515000354
Resource and Energy Economics,2015-08-31,Mitigation and the geoengineering threat ,"Geoengineering,Mitigation,Strategic interaction","
                  Recent scientific advances have introduced the possibility of engineering the climate system to lower ambient temperatures without lowering greenhouse gas concentrations. This possibility has created an intense debate given the ethical, moral and scientific questions it raises. This paper examines the economic issues introduced when geoengineering becomes available in a standard model where strategic interaction leads to suboptimal mitigation. Geoengineering introduces the possibility of technical substitution away from mitigation, but it also affects the strategic interaction across countries: mitigation decisions directly affect geoengineering decisions. With similar countries, I find these strategic effects create greater incentives for free-riding on mitigation, but with asymmetric countries, the prospect of geoengineering can induce inefficiently high levels of mitigation.
               ",S092876551500038X
Resource and Energy Economics,2015-08-31,Waste and organized crime in regional environments How waste tariffs and the mafia affect waste management and disposal,"Organized crime,Waste management and disposal,Enforcement costs,Decentralized policy,Panel data,Municipal waste","
                  Waste management and disposal are influenced by socio-economic, institutional and policy factors that possess idiosyncratic features in regional settings. The role of organized crime is a largely unexplored factor. Crime organizations such as the mafia are known to collude with local institutions to control waste markets. As a result, legal forms of waste disposal and socially preferable management options are often undermined primarily through an influence on policy enforcement. Given its high regional heterogeneity and local ‘waste crises’, Italy provides a compelling case for the study of crime's effects on local waste performance. Panel econometric analyses show that sorted collection of recyclable waste and legal forms of waste disposal are lower when the mafia's effect on the actions of local governments is more intense.
               ",S0928765515000299
Resource and Energy Economics,2015-08-31,Can price volatility enhance market power? The case of renewable technologies in competitive electricity markets ,"Price volatility,Market power,Electricity,Renewable technologies","
                  This paper develops a two-stage model with endogenous capacity and operations to assess the practicality of photovoltaic technology (PV) in competitive electricity markets. Applying our model to stylized data of California's electricity market we demonstrate that electricity price spikes are higher and more frequent the higher the PV capacity. Consequently, the average electricity price rises when construction costs of PV capacity decline due, for example, to technology improvements, bestowing market power and excessive profits on producers employing fossil-using technologies. We also show that an increase in the number of PV-using firms and higher CO2 tax reduce consumer surplus.
               ",S0928765515000202
Resource and Energy Economics,2015-08-31,Common and private signals in public goods games with a point of no return ,"Public goods,Provision point mechanism,Experiments,Signal","
                  We provide experimental evidence on behavior in a public goods game featuring a so-called point of no return, meaning that if the group's total contribution falls below this point all payoffs are reduced. Participants receive either common or private signals about the point of no return, and experience either high or low reductions in payoffs if insufficient contributions are made. Our data reveal that, as expected, contributions are higher if the cost of not reaching the threshold is high than if it is low. High signal values discourage contributions and endanger the likelihood of success when signals are common, but not when signals are private. In addition, successful coordination of contributions is less frequent in a control treatment featuring a standard provision point mechanism than in the experimental treatment where the payoff reduction factor is high, although the theoretical predictions of the two games are similar.
               ",S0928765515000287
Resource and Energy Economics,2015-08-31,Energy intensive infrastructure investments with retrofits in continuous time: Effects of uncertainty on energy use and carbon emissions ,"Greenhouse gas emissions,Long-term investments,Retrofits,Uncertainty,Option value of waiting","
                  Energy-intensive infrastructure may tie up fossil energy use and carbon emissions for a long time after investment, and thus be crucial for the ability to control long-run emissions. Much or most of the resulting carbon emissions can often be eliminated later, through a retrofit that may however be costly. This paper studies the joint decision to invest in such infrastructure, and retrofit it later, given that future climate damages are uncertain and follow a geometric Brownian motion process with positive drift. We find that higher climate cost volatility (for given unconditional expected costs) then delays the retrofit decision by increasing the option value of waiting to invest. The initial infrastructure is also chosen with higher energy intensity, further increasing total emissions, when volatility is higher. We provide conditions under which higher climate cost volatility increases total expected discounted climate damage from the infrastructure, which happens in a wide set of circumstances.
               ",S0928765515000184
Resource and Energy Economics,2015-08-31,Prices vs. quantities with endogenous cost structure and optimal policy ,"Regulation,Technology choice,Uncertainty,Investment,Welfare","
                  Authorities often lack information for efficient regulation of the commons. This paper derives a criterion comparing prices versus tradable quantities in terms of expected welfare, given uncertainty, optimal policy and endogenous cost structure. I show that one cannot determine which regulatory instrument that induces the highest expected welfare based on the relative curvatures of the cost and benefit functions alone. Furthermore, optimal policy involves different production (or price) targets across the regulatory instruments, and does not equalize marginal costs and expected marginal benefits under prices. The reason is that firms choose a cost structure which induces too large variance in consumption of the public good under prices, and the regulator has to compensate for this when determining optimal policy. Because no such negative externality arises under quantities, the relative performance of prices is deteriorated. A numerical illustration suggests significant impact. Finally, either regulatory instrument may induce the highest technology investment levels.
               ",S0928765515000330
Resource and Energy Economics,2015-08-31,Toward a theory of responsible investing: On the economic foundations of corporate social responsibility ,"Socially responsible investing,Corporate social performance,Market-to-book,Return on assets,Stock market return","
                  Studies that link corporate social and financial performance usually find a positive association between the two. However, the literature does not establish a significant impact of socially responsible investing on stock market returns. We develop a coherent economic framework of responsible investing to address this paradox. The framework offers theoretical underpinnings for all research on responsible investment as it provides the theoretical underpinnings for the actual behavior of market participants. We associate corporate social performance with key financial accounting ratios like the market-to-book ratio (market value of the firm in relation to accounting value), return on assets, and stock market return. We conclude that there is a strong theoretical foundation for a positive relationship between corporate social responsibility and financial performance, though the relation is conditional on which financial performance measure is considered. We illustrate that the empirical literature about responsible investing is well in line with our model's propositions.
               ",S0928765515000342
Resource and Energy Economics,2015-08-31,Learning how to choose—effects of instructional choice sets in discrete choice experiments ,"Stated choice experiment,Instruction choice set,Starting point bias,Learning,Fatigue","
                  Preference and institutional learning have been found to play a role as respondents move through a sequence of choice tasks in Choice Experiments (CE). Both learning effects imply that the degree of randomness in the responses is larger in initial choice situations than in subsequent ones. As a result, it has been suggested to include an Instruction Choice Set (ICS) prior to the choices used for generating benefit estimates. However, an ICS may induce a starting point effect biasing Willingness to Pay (WTP) estimates. Subsequent choices may not only be influenced by the levels of the cost attribute, but also by the levels of the non-cost attributes shown in the ICS. Using a split sample treatment, we investigate whether starting point effects are induced by the inclusion of ICSs depending on different combinations of cost and non-cost attribute levels. Employing data from a CE on water quality changes, we test whether a starting point effect related to the design of the ICS exists, and whether effects differ in terms of the number of status quo choices and WTP estimates. The results indicate that the ICS designs do influence WTP without entailing strong learning effects. Therefore, inclusion of an ICS might cause ‘more harm than good’. If, however, an ICS inclusion is nonetheless judged to be beneficial, we recommend to design them carefully in a way that is in line with respondents’ common beliefs regarding attribute trade-offs.
               ",S0928765515000329
Resource and Energy Economics,2015-08-31,Beyond additive preferences: Economic behavior and the income pollution path ,"Non-additive preferences,Relative scarcity of the environment,Relative correlation aversion,Environment Kuznets curve","
                  Theoretical models of the environmental Kuznets curve (EKC) almost universally assume additive preferences; we demonstrate that under non-additive preferences the sufficient condition to sign the economy's income-pollution path depends on the elasticity of substitution between consumption and environment (and not on the elasticity of marginal utility of consumption). The proposed model provides behavioral content that has been missed in the existing literature. In the model, and also departing from the previous literature, preferences change and evolve (through a variable elasticity of substitution) according to the relative scarcity of the environment.
               ",S0928765515000305
Resource and Energy Economics,2015-08-31,Carbon tax and revenue recycling: Impacts on households in British Columbia ,"Carbon taxes,Distributional effects,British Columbia,Computable general equilibrium analysis","
                  This study investigates the distributional implications of the revenue-neutral carbon tax policy in British Columbia. We use a computable general equilibrium (CGE) model of the Canadian economy and disaggregate households into deciles by annual income using data from a large household expenditure survey. Using the model, we find that the existing BC carbon tax is highly progressive even prior to consideration of the revenue recycling scheme, such that the negative impact of the carbon tax on households with below-median income is smaller than that on households with above-median income. We show that our finding is a result of welfare effects of a carbon tax being determined primarily by the source of a households’ income rather than by the destination of its expenditures. Finally, we show that the existing revenue recycling scheme is also progressive. Overall, the tax appears to be highly progressive.
               ",S0928765515000317
Resource and Energy Economics,2015-08-31,Political instability and non-market valuation: Evidence from Croatia ,"Choice experiment,Political instability,Water pollution,Water quantity","
                  We examine the effect of political instability on willingness to pay estimates (WTP) from nonmarket valuation, using data from a choice experiment implemented in Zagreb, Croatia to value groundwater quality and quantity. To evaluate the sensitivity of preferences for environmental quality to instability, we use the timing of a period of public protest that occurred in the city during the data collection and compare preferences before and during the protest. We find some evidence that WTP is lower in the period of political instability, but the result is sensitive to the specification used.
               ",S0928765515000196
